timestamp,Load,Month_sin,Month_cos,Day,Hour_sin,Hour_cos,avg_region_temp,avg_region_ghi
2020-01-01 00:00:00,1997,0.25881904510252074,0.9659258262890683,1,0.0,1.0,46.04,0.0
2020-01-01 01:00:00,1921,0.25881904510252074,0.9659258262890683,1,0.25881904510252074,0.9659258262890683,45.60799999999999,0.0
2020-01-01 02:00:00,1861,0.25881904510252074,0.9659258262890683,1,0.49999999999999994,0.8660254037844387,45.284,0.0
2020-01-01 03:00:00,1833,0.25881904510252074,0.9659258262890683,1,0.7071067811865475,0.7071067811865476,44.42,0.0
2020-01-01 04:00:00,1847,0.25881904510252074,0.9659258262890683,1,0.8660254037844386,0.5000000000000001,44.348,0.0
2020-01-01 05:00:00,1910,0.25881904510252074,0.9659258262890683,1,0.9659258262890683,0.25881904510252074,43.879999999999995,0.0
2020-01-01 06:00:00,1972,0.25881904510252074,0.9659258262890683,1,1.0,6.123233995736766e-17,44.456,0.0
2020-01-01 07:00:00,1919,0.25881904510252074,0.9659258262890683,1,0.9659258262890683,-0.25881904510252063,44.34799999999999,0.0
2020-01-01 08:00:00,1786,0.25881904510252074,0.9659258262890683,1,0.8660254037844387,-0.49999999999999983,48.30800000000001,72.8
2020-01-01 09:00:00,1689,0.25881904510252074,0.9659258262890683,1,0.7071067811865476,-0.7071067811865475,55.903999999999996,246.2
2020-01-01 10:00:00,1603,0.25881904510252074,0.9659258262890683,1,0.49999999999999994,-0.8660254037844387,60.980000000000004,402.2
2020-01-01 11:00:00,1552,0.25881904510252074,0.9659258262890683,1,0.258819045102521,-0.9659258262890682,62.672000000000004,514.4
2020-01-01 12:00:00,1561,0.25881904510252074,0.9659258262890683,1,1.2246467991473532e-16,-1.0,62.815999999999995,568.4
2020-01-01 13:00:00,1575,0.25881904510252074,0.9659258262890683,1,-0.2588190451025208,-0.9659258262890683,62.275999999999996,560.6
2020-01-01 14:00:00,1745,0.25881904510252074,0.9659258262890683,1,-0.4999999999999998,-0.8660254037844388,60.944,485.0
2020-01-01 15:00:00,1987,0.25881904510252074,0.9659258262890683,1,-0.7071067811865471,-0.7071067811865479,60.116,333.0
2020-01-01 16:00:00,2277,0.25881904510252074,0.9659258262890683,1,-0.8660254037844384,-0.5000000000000004,59.0,172.8
2020-01-01 17:00:00,2515,0.25881904510252074,0.9659258262890683,1,-0.9659258262890683,-0.25881904510252063,56.3,32.8
2020-01-01 18:00:00,2525,0.25881904510252074,0.9659258262890683,1,-1.0,-1.8369701987210297e-16,54.86,0.0
2020-01-01 19:00:00,2465,0.25881904510252074,0.9659258262890683,1,-0.9659258262890684,0.2588190451025203,54.14,0.0
2020-01-01 20:00:00,2378,0.25881904510252074,0.9659258262890683,1,-0.8660254037844386,0.5000000000000001,53.74399999999999,0.0
2020-01-01 21:00:00,2251,0.25881904510252074,0.9659258262890683,1,-0.7071067811865477,0.7071067811865474,53.672000000000004,0.0
2020-01-01 22:00:00,2077,0.25881904510252074,0.9659258262890683,1,-0.5000000000000004,0.8660254037844384,53.312,0.0
2020-01-01 23:00:00,1923,0.25881904510252074,0.9659258262890683,1,-0.25881904510252157,0.9659258262890681,52.52,0.0
2020-01-02 00:00:00,1849,0.25881904510252074,0.9659258262890683,2,0.0,1.0,51.69200000000001,0.0
2020-01-02 01:00:00,1812,0.25881904510252074,0.9659258262890683,2,0.25881904510252074,0.9659258262890683,50.9,0.0
2020-01-02 02:00:00,1801,0.25881904510252074,0.9659258262890683,2,0.49999999999999994,0.8660254037844387,49.784000000000006,0.0
2020-01-02 03:00:00,1772,0.25881904510252074,0.9659258262890683,2,0.7071067811865475,0.7071067811865476,48.452,0.0
2020-01-02 04:00:00,1849,0.25881904510252074,0.9659258262890683,2,0.8660254037844386,0.5000000000000001,49.748,0.0
2020-01-02 05:00:00,2019,0.25881904510252074,0.9659258262890683,2,0.9659258262890683,0.25881904510252074,49.244,0.0
2020-01-02 06:00:00,2206,0.25881904510252074,0.9659258262890683,2,1.0,6.123233995736766e-17,48.74,0.0
2020-01-02 07:00:00,2236,0.25881904510252074,0.9659258262890683,2,0.9659258262890683,-0.25881904510252063,47.083999999999996,0.0
2020-01-02 08:00:00,2153,0.25881904510252074,0.9659258262890683,2,0.8660254037844387,-0.49999999999999983,49.748,69.6
2020-01-02 09:00:00,1984,0.25881904510252074,0.9659258262890683,2,0.7071067811865476,-0.7071067811865475,55.076,228.6
2020-01-02 10:00:00,1877,0.25881904510252074,0.9659258262890683,2,0.49999999999999994,-0.8660254037844387,58.89200000000001,394.4
2020-01-02 11:00:00,1842,0.25881904510252074,0.9659258262890683,2,0.258819045102521,-0.9659258262890682,61.879999999999995,513.8
