timestamp,Load,Hour_sin,Hour_cos,Month,Day,temp_6h,avg_region_ghi,is_weekend,is_notable_day,CDH,HDH,Load_lag_1h,Load_lag_2h,Load_lag_3h,Load_lag_24h
2020-01-02 00:00:00,1849,0.0,1.0,1,2,53.18,0.0,0,0,0.0,8.307999999999993,1923.0,2077.0,2251.0,1997.0
2020-01-02 01:00:00,1812,0.25881904510252074,0.9659258262890683,1,2,52.63999999999999,0.0,0,0,0.0,9.100000000000001,1849.0,1923.0,2077.0,1921.0
2020-01-02 02:00:00,1801,0.49999999999999994,0.8660254037844387,1,2,51.98000000000001,0.0,0,0,0.0,10.215999999999994,1812.0,1849.0,1923.0,1861.0
2020-01-02 03:00:00,1772,0.7071067811865475,0.7071067811865476,1,2,51.11000000000001,0.0,0,0,0.0,11.548000000000002,1801.0,1812.0,1849.0,1833.0
2020-01-02 04:00:00,1849,0.8660254037844386,0.5000000000000001,1,2,50.516,0.0,0,0,0.0,10.252000000000002,1772.0,1801.0,1812.0,1847.0
2020-01-02 05:00:00,2019,0.9659258262890683,0.25881904510252074,1,2,49.97,0.0,0,0,0.0,10.756,1849.0,1772.0,1801.0,1910.0
2020-01-02 06:00:00,2206,1.0,6.123233995736766e-17,1,2,49.478,0.0,0,0,0.0,11.259999999999998,2019.0,1849.0,1772.0,1972.0
2020-01-02 07:00:00,2236,0.9659258262890683,-0.25881904510252063,1,2,48.842000000000006,0.0,0,0,0.0,12.916000000000004,2206.0,2019.0,1849.0,1919.0
2020-01-02 08:00:00,2153,0.8660254037844387,-0.49999999999999983,1,2,48.836000000000006,69.6,0,0,0.0,10.252000000000002,2236.0,2206.0,2019.0,1786.0
2020-01-02 09:00:00,1984,0.7071067811865476,-0.7071067811865475,1,2,49.94,228.6,0,0,0.0,4.9239999999999995,2153.0,2236.0,2206.0,1689.0
2020-01-02 10:00:00,1877,0.49999999999999994,-0.8660254037844387,1,2,51.464,394.4,0,0,0.0,1.1079999999999899,1984.0,2153.0,2236.0,1603.0
2020-01-02 11:00:00,1842,0.258819045102521,-0.9659258262890682,1,2,53.56999999999999,513.8,0,0,1.8799999999999955,0.0,1877.0,1984.0,2153.0,1552.0
2020-01-02 12:00:00,1848,1.2246467991473532e-16,-1.0,1,2,56.18,570.6,0,0,4.400000000000006,0.0,1842.0,1877.0,1984.0,1561.0
2020-01-02 13:00:00,1929,-0.2588190451025208,-0.9659258262890683,1,2,59.15,563.4,0,0,4.903999999999996,0.0,1848.0,1842.0,1877.0,1575.0
2020-01-02 14:00:00,2202,-0.4999999999999998,-0.8660254037844388,1,2,61.327999999999996,492.4,0,0,2.8159999999999954,0.0,1929.0,1848.0,1842.0,1745.0
2020-01-02 15:00:00,2279,-0.7071067811865471,-0.7071067811865479,1,2,62.330000000000005,364.4,0,0,1.088000000000001,0.0,2202.0,1929.0,1848.0,1987.0
